job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Scientist,9,Bachelor,6,Finance,Medium,Germany,Hybrid,1,135308
Data Analyst,6,High School,8,Consulting,Small,Remote,Yes,4,82056
Cybersecurity Analyst,17,High School,12,Media,Startup,Germany,Yes,3,144226
Business Analyst,1,Master,1,Manufacturing,Medium,Netherlands,No,4,92341
Business Analyst,15,Diploma,8,Technology,Startup,Netherlands,No,5,107600
Business Analyst,13,PhD,9,Telecom,Startup,Australia,Yes,3,126604
Machine Learning Engineer,15,High School,9,Telecom,Startup,Australia,Hybrid,3,133629
Cybersecurity Analyst,18,Master,15,Consulting,Large,Remote,Hybrid,3,182856
Data Analyst,17,Bachelor,16,Technology,Medium,India,Yes,3,95554
Data Analyst,9,PhD,16,Consulting,Medium,Sweden,Hybrid,3,118552
Backend Developer,7,Master,5,Manufacturing,Small,Remote,Yes,4,111292
AI Engineer,16,Diploma,14,Media,Large,Germany,Yes,2,209317
Machine Learning Engineer,7,High School,17,Consulting,Medium,Sweden,Yes,1,141127
AI Engineer,11,Bachelor,8,Technology,Startup,Sweden,No,2,149519
Business Analyst,3,Diploma,15,Consulting,Enterprise,UK,Hybrid,1,121228
AI Engineer,18,Bachelor,8,Media,Large,Sweden,Yes,3,204059
Product Manager,17,PhD,3,Education,Medium,Canada,No,1,202901
Software Engineer,9,PhD,10,Media,Large,Canada,Hybrid,4,186532
Data Scientist,17,High School,11,Government,Enterprise,UK,Yes,0,202397
Software Engineer,18,High School,17,Finance,Medium,Canada,Yes,0,156186
Cybersecurity Analyst,8,Bachelor,18,Telecom,Large,Singapore,Hybrid,3,147535
Frontend Developer,17,Master,12,Consulting,Enterprise,USA,Hybrid,5,231308
Business Analyst,20,Diploma,7,Healthcare,Medium,India,Hybrid,3,91267
Data Scientist,7,Master,6,Healthcare,Small,USA,No,0,148371
Backend Developer,19,Diploma,5,Manufacturing,Startup,Sweden,Yes,0,121692
Data Analyst,6,Diploma,8,Education,Large,Netherlands,Yes,1,108201
Backend Developer,3,High School,4,Healthcare,Enterprise,USA,No,3,142437
AI Engineer,19,High School,16,Healthcare,Medium,Germany,No,3,186699
Frontend Developer,9,High School,15,Technology,Startup,UK,No,2,119765
Data Analyst,7,Diploma,5,Government,Small,India,No,2,61360
Product Manager,12,Diploma,14,Consulting,Small,Australia,Hybrid,4,136790
Cybersecurity Analyst,15,High School,2,Media,Large,Sweden,Hybrid,0,143021
Backend Developer,16,Master,10,Government,Enterprise,USA,Hybrid,2,237947
Frontend Developer,10,High School,17,Manufacturing,Large,Remote,Hybrid,3,118531
DevOps Engineer,2,Bachelor,3,Government,Large,Germany,No,0,129343
Cybersecurity Analyst,6,Master,15,Government,Medium,UK,Yes,2,162649
Data Scientist,0,PhD,10,Technology,Enterprise,Netherlands,No,2,148622
DevOps Engineer,3,High School,6,Consulting,Medium,Canada,Yes,1,134832
Cybersecurity Analyst,19,Bachelor,1,Consulting,Large,Australia,Yes,5,171443
Business Analyst,1,High School,16,Technology,Startup,Canada,Yes,1,86570
Cloud Engineer,12,Bachelor,18,Healthcare,Small,Germany,Yes,2,157509
Cloud Engineer,3,High School,5,Finance,Medium,Australia,Hybrid,0,104231
DevOps Engineer,20,Master,12,Healthcare,Small,Germany,Yes,5,181887
Cloud Engineer,0,Bachelor,11,Consulting,Small,UK,No,1,119463
AI Engineer,1,Diploma,13,Retail,Startup,USA,Hybrid,4,153473
Cybersecurity Analyst,19,Diploma,8,Consulting,Small,Sweden,No,4,145514
AI Engineer,14,PhD,3,Healthcare,Startup,Germany,Hybrid,2,177928
Frontend Developer,19,High School,12,Government,Medium,USA,Yes,0,180987
Data Analyst,7,Bachelor,7,Education,Large,Germany,Hybrid,0,117950
Machine Learning Engineer,20,Bachelor,7,Education,Medium,Remote,Yes,4,172166
AI Engineer,16,High School,5,Education,Medium,Sweden,Hybrid,2,154089
Cybersecurity Analyst,18,Master,3,Manufacturing,Small,Singapore,Yes,4,160507
AI Engineer,2,Diploma,17,Education,Medium,India,Hybrid,1,91959
Machine Learning Engineer,9,Master,10,Healthcare,Enterprise,Australia,No,1,184705
Machine Learning Engineer,6,Bachelor,4,Consulting,Enterprise,Sweden,Hybrid,3,154222
DevOps Engineer,0,PhD,16,Government,Medium,Sweden,Yes,3,135795
Cloud Engineer,13,Diploma,18,Government,Medium,India,Yes,5,104452
DevOps Engineer,15,Diploma,14,Retail,Medium,Canada,Yes,5,188322
Backend Developer,2,High School,12,Healthcare,Startup,India,Hybrid,5,62193
Machine Learning Engineer,6,Master,7,Technology,Small,India,No,2,86885
Machine Learning Engineer,18,Diploma,7,Finance,Large,UK,Hybrid,0,192011
Business Analyst,14,High School,7,Retail,Startup,India,No,1,64026
Cybersecurity Analyst,14,PhD,8,Technology,Enterprise,India,Hybrid,1,133865
Data Analyst,9,PhD,14,Manufacturing,Medium,Canada,No,2,153715
DevOps Engineer,0,High School,12,Government,Large,UK,Yes,0,131142
Frontend Developer,20,PhD,15,Telecom,Startup,Remote,Yes,2,158795
Business Analyst,11,PhD,19,Retail,Enterprise,Remote,Yes,1,160934
Cybersecurity Analyst,8,Diploma,1,Manufacturing,Large,Netherlands,Yes,0,142034
Frontend Developer,1,Master,6,Retail,Startup,Netherlands,Yes,3,93865
AI Engineer,19,High School,15,Technology,Enterprise,USA,Yes,3,286603
Data Analyst,8,Master,2,Media,Large,Singapore,Hybrid,5,124663
Cybersecurity Analyst,12,PhD,18,Technology,Small,USA,No,5,208844
Data Analyst,20,Master,2,Manufacturing,Small,USA,Hybrid,0,152755
Machine Learning Engineer,15,PhD,15,Retail,Enterprise,Germany,No,0,237394
Data Scientist,20,Diploma,14,Finance,Small,UK,No,1,173431
AI Engineer,7,Bachelor,8,Telecom,Startup,UK,Hybrid,3,150817
Product Manager,14,High School,15,Telecom,Startup,Australia,Yes,5,138146
AI Engineer,13,High School,19,Healthcare,Startup,Sweden,Hybrid,1,141244
Backend Developer,7,PhD,3,Retail,Large,Australia,No,0,138811
Data Scientist,2,PhD,15,Manufacturing,Large,Canada,No,5,179977
DevOps Engineer,19,Master,8,Healthcare,Startup,Germany,Yes,2,169271
Cloud Engineer,4,PhD,2,Technology,Small,Remote,No,4,135558
Data Scientist,3,High School,8,Finance,Large,India,No,0,70795
Business Analyst,14,Bachelor,6,Healthcare,Enterprise,Singapore,Hybrid,0,132580
Frontend Developer,8,PhD,8,Government,Small,Remote,Hybrid,1,126202
Backend Developer,1,Bachelor,15,Consulting,Large,Sweden,Yes,2,118646
Cloud Engineer,15,High School,2,Consulting,Small,Australia,Hybrid,0,126676
Business Analyst,3,PhD,5,Consulting,Startup,Singapore,No,2,87634
Business Analyst,10,Diploma,4,Telecom,Small,Australia,Hybrid,3,96330
Business Analyst,10,Master,4,Retail,Medium,India,Hybrid,2,77828
DevOps Engineer,11,Diploma,13,Technology,Enterprise,Germany,Yes,3,196829
AI Engineer,13,Bachelor,19,Consulting,Small,Australia,Hybrid,4,161571
Software Engineer,7,PhD,19,Telecom,Enterprise,USA,No,5,231729
Machine Learning Engineer,18,PhD,17,Government,Startup,USA,Hybrid,5,227031
Cloud Engineer,2,Diploma,8,Media,Large,Germany,Hybrid,2,134124
DevOps Engineer,3,Master,4,Government,Enterprise,UK,Hybrid,0,166219
Business Analyst,12,PhD,9,Finance,Startup,UK,Hybrid,0,131743
Product Manager,8,PhD,12,Education,Small,Canada,No,1,171471
Data Scientist,3,High School,12,Media,Small,Canada,No,1,112180
Business Analyst,16,High School,6,Media,Enterprise,Remote,Yes,5,141356
Business Analyst,17,Master,3,Manufacturing,Medium,Germany,No,4,145583
DevOps Engineer,6,Bachelor,19,Retail,Startup,Sweden,Hybrid,2,117388
Product Manager,6,High School,1,Retail,Startup,Canada,No,0,119592
Cloud Engineer,11,Bachelor,13,Media,Large,India,Hybrid,0,115063
Data Analyst,7,Diploma,4,Finance,Startup,Germany,Yes,5,111793
Product Manager,5,Diploma,8,Telecom,Startup,Netherlands,Hybrid,1,104808
Business Analyst,13,PhD,17,Government,Small,UK,Hybrid,4,157676
Business Analyst,8,High School,13,Technology,Medium,Australia,No,1,85007
Product Manager,8,Master,18,Retail,Startup,UK,No,0,157962
Software Engineer,0,Diploma,17,Consulting,Enterprise,Netherlands,No,4,115187
Product Manager,4,High School,2,Consulting,Medium,India,No,2,74770
Frontend Developer,14,High School,4,Healthcare,Small,Netherlands,Yes,1,114425
Data Scientist,17,High School,14,Media,Small,Netherlands,No,2,138092
Data Scientist,12,PhD,19,Telecom,Enterprise,Canada,No,1,225332
Data Analyst,8,High School,12,Healthcare,Startup,Germany,No,5,94608
Cloud Engineer,5,Bachelor,11,Healthcare,Startup,Australia,Hybrid,4,117850
Frontend Developer,3,PhD,11,Education,Startup,UK,Hybrid,2,126795
Product Manager,2,High School,18,Telecom,Medium,UK,No,0,138667
Product Manager,11,Diploma,5,Government,Medium,Singapore,Yes,1,144027
AI Engineer,13,Bachelor,14,Retail,Startup,USA,Hybrid,5,209797
Software Engineer,0,PhD,13,Telecom,Small,USA,No,2,150478
Business Analyst,7,Diploma,4,Finance,Enterprise,Australia,Hybrid,2,98355
Frontend Developer,12,PhD,11,Finance,Small,India,No,1,92753
Data Analyst,9,Master,12,Telecom,Enterprise,USA,Yes,5,196647
Software Engineer,7,Bachelor,6,Technology,Large,UK,No,2,142264
AI Engineer,6,PhD,4,Retail,Medium,Canada,Hybrid,3,196762
Machine Learning Engineer,6,Diploma,14,Education,Medium,Australia,No,2,141779
Backend Developer,20,Diploma,11,Technology,Enterprise,Remote,Hybrid,3,173117
Product Manager,17,Master,19,Technology,Startup,Singapore,Yes,0,158489
Machine Learning Engineer,9,Master,6,Government,Medium,Germany,Yes,4,175928
Data Analyst,10,Bachelor,16,Education,Medium,Canada,Hybrid,5,142407
Machine Learning Engineer,9,High School,13,Manufacturing,Small,Canada,Hybrid,1,160033
Business Analyst,3,Diploma,11,Education,Small,Singapore,Yes,1,78035
DevOps Engineer,15,Master,10,Technology,Enterprise,Netherlands,No,2,185635
Cybersecurity Analyst,8,Diploma,17,Manufacturing,Enterprise,Netherlands,Hybrid,0,151713
Frontend Developer,6,Master,6,Consulting,Large,Singapore,Hybrid,1,131230
Cybersecurity Analyst,12,Master,5,Manufacturing,Medium,Remote,Yes,4,147366
Data Analyst,0,PhD,19,Telecom,Large,Germany,Yes,1,138265
Business Analyst,4,PhD,18,Technology,Enterprise,Sweden,Yes,5,158326
Cloud Engineer,0,Master,10,Healthcare,Medium,Australia,Hybrid,2,116257
Backend Developer,15,PhD,7,Consulting,Enterprise,Australia,Hybrid,5,196803
Cybersecurity Analyst,3,Bachelor,12,Finance,Large,Netherlands,Hybrid,4,134437
Backend Developer,0,High School,17,Finance,Enterprise,Germany,No,1,126789
Data Scientist,18,Diploma,6,Manufacturing,Medium,Sweden,Yes,1,147810
Machine Learning Engineer,5,Diploma,3,Telecom,Large,Germany,Yes,2,152628
Product Manager,9,PhD,19,Education,Startup,Germany,No,3,155260
Software Engineer,7,High School,18,Finance,Small,Australia,Hybrid,4,107921
AI Engineer,18,Master,14,Government,Enterprise,India,Hybrid,3,153964
AI Engineer,17,High School,11,Telecom,Enterprise,Remote,Hybrid,4,195888
Machine Learning Engineer,3,High School,15,Government,Small,India,Yes,3,77291
Software Engineer,19,Diploma,13,Retail,Startup,India,No,1,93573
Cloud Engineer,2,High School,1,Healthcare,Large,Netherlands,Hybrid,0,103752
Business Analyst,19,Bachelor,8,Telecom,Large,USA,Yes,3,191266
Data Analyst,1,Diploma,4,Telecom,Enterprise,Australia,No,5,89463
AI Engineer,10,Master,14,Education,Enterprise,Germany,Yes,5,233336
DevOps Engineer,4,Master,13,Telecom,Large,India,Yes,1,99945
Backend Developer,12,High School,3,Retail,Large,Germany,Hybrid,5,138355
Backend Developer,11,Master,19,Education,Large,USA,Yes,2,215831
Cybersecurity Analyst,2,High School,1,Retail,Large,USA,Hybrid,0,131557
Business Analyst,11,Bachelor,9,Education,Small,UK,Hybrid,2,119455
Data Analyst,16,PhD,3,Finance,Startup,Singapore,Hybrid,2,123527
Cloud Engineer,4,PhD,5,Telecom,Enterprise,UK,Yes,1,191642
DevOps Engineer,12,Master,9,Education,Medium,Netherlands,Yes,4,155996
Machine Learning Engineer,18,Master,6,Technology,Enterprise,Sweden,No,2,199042
DevOps Engineer,18,Diploma,11,Retail,Enterprise,Singapore,No,2,175399
Product Manager,13,Master,4,Government,Large,India,Hybrid,4,124141
Machine Learning Engineer,19,Bachelor,10,Education,Large,India,No,4,137068
Product Manager,10,Diploma,16,Finance,Medium,Netherlands,Yes,2,151728
Frontend Developer,10,High School,11,Retail,Large,Netherlands,Hybrid,0,112400
Product Manager,9,Diploma,1,Finance,Startup,Netherlands,No,0,107131
Software Engineer,14,PhD,16,Consulting,Startup,UK,Yes,1,174751
Machine Learning Engineer,12,Diploma,19,Telecom,Startup,Singapore,No,3,135345
Cloud Engineer,5,Diploma,5,Telecom,Startup,UK,Hybrid,5,132514
DevOps Engineer,0,PhD,14,Technology,Small,Netherlands,No,0,118879
DevOps Engineer,12,Master,2,Technology,Medium,Remote,Yes,4,153544
Frontend Developer,13,Diploma,14,Healthcare,Enterprise,Remote,Hybrid,5,160701
AI Engineer,3,Bachelor,16,Consulting,Large,Netherlands,Yes,0,164159
Data Analyst,20,High School,16,Education,Startup,UK,Hybrid,5,141123
Data Analyst,17,High School,6,Technology,Medium,Australia,No,4,118363
Backend Developer,4,Master,7,Telecom,Medium,Germany,Hybrid,2,133434
Backend Developer,13,High School,11,Healthcare,Startup,Australia,Yes,1,116163
Cybersecurity Analyst,8,Master,14,Education,Large,Canada,No,2,184868
Frontend Developer,2,Diploma,1,Media,Medium,Remote,Yes,5,101298
DevOps Engineer,13,Bachelor,13,Retail,Medium,Sweden,Hybrid,2,138142
Software Engineer,0,Bachelor,17,Healthcare,Startup,UK,Yes,4,121337
DevOps Engineer,18,Bachelor,8,Education,Enterprise,Singapore,Yes,4,191183
Data Analyst,17,Bachelor,5,Finance,Small,Netherlands,Yes,5,124441
Software Engineer,9,PhD,4,Finance,Small,Canada,Yes,0,147184
AI Engineer,5,Bachelor,8,Government,Large,Remote,No,2,157501
Business Analyst,5,Bachelor,13,Media,Small,Singapore,No,0,93883
Data Scientist,1,Diploma,13,Consulting,Large,Netherlands,Hybrid,1,116070
Backend Developer,3,Diploma,3,Healthcare,Medium,Canada,Yes,3,128186
Backend Developer,8,Master,15,Retail,Medium,India,Hybrid,0,87377
Frontend Developer,0,Diploma,8,Media,Enterprise,Sweden,Hybrid,5,113013
Software Engineer,3,Diploma,14,Consulting,Small,India,Hybrid,1,60806
Cybersecurity Analyst,20,Bachelor,4,Manufacturing,Small,Netherlands,Hybrid,0,144423
Cloud Engineer,0,Bachelor,5,Retail,Small,India,Hybrid,2,73236
AI Engineer,14,PhD,1,Manufacturing,Small,Singapore,Yes,4,180943
AI Engineer,3,Bachelor,13,Retail,Medium,UK,Yes,4,172152
DevOps Engineer,15,Master,11,Finance,Large,Germany,Yes,3,205674
Machine Learning Engineer,19,Bachelor,13,Media,Large,UK,Yes,4,226455
Frontend Developer,19,PhD,11,Healthcare,Startup,Sweden,Hybrid,3,147383
Data Scientist,9,Bachelor,14,Telecom,Small,India,Hybrid,0,82065
Data Analyst,0,PhD,4,Telecom,Medium,Sweden,Hybrid,1,87335
AI Engineer,11,High School,16,Finance,Startup,Sweden,Yes,4,136540
Business Analyst,11,Master,12,Retail,Small,Sweden,Hybrid,4,113022
Machine Learning Engineer,3,PhD,2,Finance,Startup,USA,No,2,155605
Backend Developer,12,Diploma,18,Government,Medium,Netherlands,Yes,2,134760
Product Manager,3,Diploma,5,Government,Large,Germany,Yes,0,146838
Product Manager,19,Master,2,Consulting,Enterprise,UK,Yes,3,242658
Business Analyst,1,Bachelor,8,Government,Small,Netherlands,Yes,4,88903
AI Engineer,15,High School,6,Retail,Medium,Germany,Hybrid,5,176068
Frontend Developer,1,High School,4,Telecom,Large,USA,Yes,5,127407
Software Engineer,18,Bachelor,13,Consulting,Startup,Netherlands,Yes,5,141201
Product Manager,3,Master,6,Media,Enterprise,Canada,Yes,1,187721
Data Analyst,10,High School,3,Consulting,Small,Germany,No,4,91339
Machine Learning Engineer,10,Bachelor,5,Finance,Startup,Remote,No,2,131318
Cybersecurity Analyst,16,Diploma,9,Consulting,Large,Germany,Hybrid,5,179271
Cloud Engineer,18,High School,16,Manufacturing,Startup,India,Yes,5,109023
Software Engineer,11,PhD,5,Finance,Small,Singapore,Hybrid,2,139628
Cybersecurity Analyst,4,Diploma,14,Consulting,Large,USA,Hybrid,4,175360
Data Scientist,14,Bachelor,16,Healthcare,Enterprise,USA,Yes,1,232800
AI Engineer,5,High School,1,Finance,Startup,Singapore,Yes,2,113992
Backend Developer,1,Bachelor,6,Government,Enterprise,Sweden,Hybrid,4,119449
DevOps Engineer,5,Master,11,Finance,Medium,Canada,No,4,166434
Product Manager,2,Master,19,Retail,Large,Singapore,Yes,1,165888
Backend Developer,13,Master,15,Manufacturing,Medium,Australia,Yes,2,150326
Software Engineer,7,PhD,9,Government,Enterprise,Singapore,Yes,5,179865
Cloud Engineer,19,Master,12,Media,Small,Sweden,Hybrid,3,159184
Cloud Engineer,2,PhD,11,Education,Small,Germany,Hybrid,3,144558
Software Engineer,10,Diploma,11,Consulting,Large,Singapore,Yes,0,135529
Machine Learning Engineer,6,Master,18,Government,Large,India,Yes,5,123103
Frontend Developer,3,PhD,9,Technology,Startup,India,Hybrid,2,68803
DevOps Engineer,12,PhD,11,Government,Small,India,Yes,1,110165
Data Scientist,12,Diploma,11,Healthcare,Medium,Sweden,No,4,135639
Machine Learning Engineer,3,Bachelor,1,Manufacturing,Large,India,Yes,1,97025
Software Engineer,4,Master,7,Manufacturing,Medium,Germany,Yes,3,142145
Machine Learning Engineer,8,Diploma,17,Telecom,Medium,Netherlands,Yes,2,153678
Cybersecurity Analyst,6,PhD,5,Consulting,Large,UK,No,0,163870
DevOps Engineer,7,PhD,10,Manufacturing,Medium,UK,Hybrid,2,162497
Cybersecurity Analyst,9,Master,6,Education,Large,Netherlands,No,4,156559
Frontend Developer,3,High School,13,Telecom,Large,India,No,3,73314
Software Engineer,6,Diploma,9,Retail,Small,India,Yes,2,74587
Frontend Developer,3,Master,13,Retail,Medium,Remote,No,1,110963
Product Manager,16,Diploma,2,Technology,Enterprise,UK,Hybrid,1,190706
Backend Developer,18,PhD,11,Government,Medium,Remote,No,0,160720
Frontend Developer,5,PhD,8,Technology,Medium,Remote,Yes,2,125589
DevOps Engineer,4,Master,6,Manufacturing,Enterprise,Sweden,No,4,160761
AI Engineer,13,Bachelor,2,Consulting,Enterprise,India,Yes,3,133633
Cybersecurity Analyst,11,Bachelor,4,Technology,Startup,Australia,Yes,5,125927
Frontend Developer,4,High School,2,Education,Startup,Singapore,Hybrid,1,64288
Machine Learning Engineer,17,High School,13,Consulting,Small,Netherlands,Yes,5,155711
AI Engineer,7,High School,8,Education,Startup,Germany,Hybrid,2,134043
Product Manager,17,Diploma,5,Consulting,Large,Germany,Hybrid,5,186091
DevOps Engineer,7,Bachelor,1,Manufacturing,Startup,Australia,Hybrid,0,105999
Frontend Developer,1,PhD,5,Consulting,Startup,Australia,Hybrid,4,103841
AI Engineer,18,Bachelor,3,Healthcare,Medium,USA,Hybrid,2,219285
Frontend Developer,14,Diploma,18,Telecom,Large,Canada,No,3,183514
Cloud Engineer,16,Diploma,7,Manufacturing,Small,Singapore,Hybrid,3,140539
Data Analyst,5,PhD,17,Manufacturing,Enterprise,Sweden,Hybrid,4,139857
Cybersecurity Analyst,5,Master,7,Media,Startup,India,Yes,0,80320
Machine Learning Engineer,12,Master,13,Government,Small,Canada,No,2,186219
Data Scientist,3,Diploma,9,Media,Large,Canada,Hybrid,2,137963
Frontend Developer,6,Master,11,Education,Enterprise,Germany,Hybrid,0,161050
Cybersecurity Analyst,3,Diploma,14,Technology,Small,UK,Hybrid,2,116504
Backend Developer,9,PhD,1,Healthcare,Enterprise,Germany,No,3,170392
Data Analyst,1,High School,10,Manufacturing,Enterprise,Canada,No,3,99844
Cloud Engineer,14,PhD,6,Education,Large,UK,Yes,4,212460
Data Analyst,7,Bachelor,7,Manufacturing,Medium,Sweden,No,3,97265
Data Scientist,6,Bachelor,7,Healthcare,Startup,Australia,No,4,110384
Cybersecurity Analyst,0,Bachelor,10,Manufacturing,Startup,Canada,No,3,117426
Product Manager,9,Diploma,13,Healthcare,Medium,Canada,Hybrid,5,163270
AI Engineer,2,PhD,1,Government,Medium,USA,No,5,186212
Data Analyst,13,Diploma,13,Media,Small,UK,Hybrid,5,120560
Cloud Engineer,10,Master,10,Consulting,Medium,Germany,Hybrid,5,163611
Data Scientist,9,Bachelor,6,Healthcare,Large,Sweden,No,1,132508
Cybersecurity Analyst,12,Diploma,3,Finance,Startup,Germany,No,5,123081
Cloud Engineer,7,Master,1,Media,Enterprise,Canada,Yes,5,205785
Machine Learning Engineer,15,Bachelor,6,Retail,Small,Australia,Yes,3,159618
Frontend Developer,3,Master,9,Government,Medium,Australia,Hybrid,1,106940
DevOps Engineer,12,High School,18,Manufacturing,Startup,Singapore,No,3,122161
Data Analyst,6,Master,11,Retail,Large,Canada,No,0,131386
DevOps Engineer,14,High School,14,Technology,Startup,Australia,Yes,1,112340
AI Engineer,0,PhD,16,Telecom,Startup,Canada,No,0,154108
Product Manager,16,High School,6,Media,Medium,Sweden,Hybrid,4,150226
Software Engineer,3,PhD,3,Finance,Medium,Germany,Hybrid,2,127408
AI Engineer,8,Bachelor,9,Retail,Startup,India,Yes,0,98196
Machine Learning Engineer,16,High School,9,Retail,Medium,UK,Yes,0,174472
Cloud Engineer,18,Master,10,Manufacturing,Enterprise,Australia,Yes,0,205991
Data Scientist,5,PhD,12,Education,Startup,Netherlands,Yes,0,125583
Backend Developer,14,Master,10,Telecom,Startup,Remote,Hybrid,0,125241
Frontend Developer,11,PhD,9,Media,Large,Netherlands,Yes,5,165138
Software Engineer,17,PhD,5,Media,Large,UK,No,0,202081
Software Engineer,6,PhD,16,Media,Large,Canada,Hybrid,1,191706
Frontend Developer,18,PhD,5,Consulting,Large,India,No,4,118530
Product Manager,13,High School,3,Telecom,Startup,Singapore,Hybrid,3,122772
Product Manager,18,High School,9,Media,Medium,USA,Hybrid,5,207369
Product Manager,11,Bachelor,19,Finance,Enterprise,Remote,Hybrid,0,175932
Data Scientist,0,PhD,16,Media,Enterprise,Singapore,Yes,1,156821
Backend Developer,6,Master,5,Retail,Enterprise,India,Hybrid,3,102148
Software Engineer,20,Bachelor,17,Government,Enterprise,Remote,No,4,190838
Business Analyst,10,Bachelor,13,Government,Medium,Singapore,No,5,108566
Backend Developer,16,Diploma,18,Finance,Large,USA,Hybrid,1,202478
Product Manager,1,Diploma,3,Retail,Enterprise,Remote,Hybrid,1,130503
Software Engineer,0,High School,15,Manufacturing,Medium,UK,Yes,5,125721
Cloud Engineer,5,Diploma,6,Manufacturing,Medium,UK,Hybrid,3,144645
Backend Developer,18,Master,10,Telecom,Large,Germany,Hybrid,4,182780
Data Analyst,19,Diploma,2,Education,Startup,Germany,No,5,117405
Backend Developer,20,Diploma,13,Healthcare,Startup,USA,No,5,178228
Cybersecurity Analyst,12,High School,16,Education,Large,Remote,Yes,2,151430
DevOps Engineer,5,Bachelor,16,Technology,Enterprise,Remote,Hybrid,1,159117
Cybersecurity Analyst,6,Diploma,7,Government,Startup,India,No,2,68744
DevOps Engineer,16,Diploma,17,Consulting,Startup,Netherlands,Yes,4,132017
Product Manager,12,Master,1,Finance,Startup,Australia,No,1,133281
Data Analyst,18,Bachelor,5,Education,Startup,Singapore,Yes,0,111206
Business Analyst,8,Bachelor,7,Education,Startup,Australia,Yes,0,87250
DevOps Engineer,6,Bachelor,18,Education,Medium,Australia,Yes,1,127119
DevOps Engineer,1,High School,18,Retail,Medium,USA,No,3,144409
Cybersecurity Analyst,16,PhD,16,Healthcare,Large,Australia,Yes,0,189862
Software Engineer,13,PhD,18,Government,Enterprise,UK,Yes,0,216493
Cloud Engineer,13,PhD,4,Government,Startup,Canada,Yes,0,166312
Frontend Developer,10,High School,6,Education,Small,Germany,Hybrid,0,107725
Frontend Developer,11,Diploma,16,Consulting,Small,Canada,Hybrid,0,135686
Machine Learning Engineer,7,Bachelor,7,Healthcare,Large,Germany,Yes,2,170384
Data Scientist,0,PhD,17,Consulting,Medium,Singapore,Hybrid,3,128400
Business Analyst,1,PhD,5,Technology,Startup,Sweden,Yes,4,99381
Backend Developer,9,High School,19,Telecom,Startup,UK,Hybrid,3,127065
Business Analyst,9,Master,10,Retail,Large,Netherlands,Yes,5,138971
Cloud Engineer,16,Bachelor,10,Telecom,Large,Canada,Hybrid,2,193043
DevOps Engineer,4,Diploma,18,Consulting,Enterprise,USA,Yes,5,202730
Product Manager,7,PhD,12,Technology,Startup,Remote,No,5,149817
Machine Learning Engineer,7,Diploma,14,Education,Medium,Remote,Hybrid,2,139198
AI Engineer,4,Bachelor,5,Finance,Enterprise,Canada,Hybrid,3,204798
Frontend Developer,20,High School,17,Telecom,Medium,Singapore,No,3,154216
Data Scientist,0,Master,4,Manufacturing,Small,Remote,Hybrid,1,100644
Frontend Developer,10,Diploma,4,Retail,Small,UK,No,0,112881
Machine Learning Engineer,6,Master,16,Media,Enterprise,Netherlands,Yes,4,196708
Cloud Engineer,4,Diploma,5,Finance,Small,Singapore,Yes,4,111180
Product Manager,2,Master,5,Telecom,Large,India,No,1,101884
Business Analyst,13,Bachelor,8,Retail,Enterprise,Canada,Hybrid,2,161055
DevOps Engineer,11,High School,10,Technology,Startup,Germany,No,2,125983
Cloud Engineer,11,PhD,13,Manufacturing,Medium,Australia,Hybrid,1,167832
Backend Developer,8,Diploma,13,Media,Enterprise,Singapore,Hybrid,3,148611
Machine Learning Engineer,10,Diploma,7,Telecom,Small,India,Hybrid,1,90176
Software Engineer,1,Master,4,Technology,Medium,UK,Hybrid,5,135085
Product Manager,4,High School,5,Technology,Medium,Australia,No,4,120354
Product Manager,20,Diploma,12,Education,Small,Canada,Hybrid,5,193163
Product Manager,10,High School,13,Finance,Medium,UK,No,3,153456
Software Engineer,5,High School,11,Telecom,Large,Netherlands,Hybrid,4,118636
Data Scientist,7,PhD,7,Media,Enterprise,Remote,Yes,3,175571
Data Analyst,15,PhD,8,Finance,Medium,Remote,No,0,116914
Product Manager,19,Diploma,10,Government,Medium,Canada,Hybrid,0,179189
Data Analyst,1,High School,15,Manufacturing,Startup,India,Yes,2,50003
Business Analyst,12,Diploma,3,Finance,Small,Remote,Yes,3,106384
AI Engineer,15,High School,6,Technology,Startup,Sweden,Hybrid,2,147869
DevOps Engineer,18,PhD,8,Manufacturing,Enterprise,Remote,Hybrid,3,207960
Business Analyst,6,High School,11,Technology,Enterprise,USA,Hybrid,3,154194
DevOps Engineer,2,PhD,14,Finance,Enterprise,Germany,Yes,0,178532
Software Engineer,1,Diploma,15,Finance,Medium,Singapore,Yes,4,114022
Frontend Developer,13,Diploma,1,Education,Enterprise,Remote,Hybrid,4,151745
Data Analyst,1,PhD,1,Government,Small,Germany,No,3,97249
Cybersecurity Analyst,8,High School,1,Finance,Enterprise,Remote,Yes,2,147891
Business Analyst,2,High School,9,Telecom,Startup,USA,Yes,1,93712
Cloud Engineer,7,High School,13,Media,Startup,USA,Hybrid,5,146879
Backend Developer,7,High School,1,Finance,Large,USA,No,1,138058
Product Manager,3,Master,4,Manufacturing,Small,Sweden,No,1,122753
DevOps Engineer,2,PhD,3,Media,Enterprise,India,No,2,106588
Backend Developer,18,Bachelor,5,Consulting,Large,Netherlands,Yes,2,167364
